title_orig,discounted_price,original_price,units_sold,rating,uses_ad_boosts,product_color,product_variation_size_id,product_variation_inventory,price_difference,total_revenue,potential_revenue,revenue_difference,price_difference_group,uses_ad_boosts_group
Summer Women's Loose V-neck Sling Dress Sleeveless Dress Lace Dress,7.0,26,10000,3.86,0,white,S,50,19.0,70000.0,260000,190000.0,high,no
2020 Men Summer Fashion Brand Summer Suits Casual Athletic Set Short Sleeve Tracksuits 2Pc: Shorts T-shirts S-4XL,12.0,85,50,4.75,1,green,S,18,73.0,600.0,4250,3650.0,high,yes
Women's Summer Fashion Spaghetti Strap Floral Print Tie Front Mini Dress  Dress,8.0,68,8,5.0,0,white,S,50,60.0,64.0,544,480.0,high,no
Women's Fashion Summer O-neck Cotton T-shirt Loose Printed Blouse Casual Short Sleeve Tops Ladies Fashion Plus Size Shirt,5.0,5,100,3.97,0,winered,S,50,0.0,500.0,500,0.0,low,no
Women Casual Backless Strap Siamese Trousers Deep V-neck Drawstring Pure Cotton Jumpsuit Print Sleeveless Combinaison Femme_JHAO,5.75,16,100,4.26,1,black,XXS,50,10.25,575.0,1600,1025.0,high,yes
Fashion Women Vintage Vertical Striped Mini  Button Cami Spring Summer Dresses,6.0,7,50,4.0,1,blue,S,50,1.0,300.0,350,50.0,low,yes
Neoprene Sauna Waist Trainer Vest Shaper Summer Workout Shaperwear Slimming Adjustable Sweat Belt Fajas Body Shaper,11.0,19,20000,3.78,1,rosered,S,50,8.0,220000.0,380000,160000.0,low,yes
Summer New Tank Top Women's Fashion Loose Casual Sleeveless Design Floral Printed Spaghetti Strap Tank Top Plus Size  Tops  S-6XL,5.65,6,1000,3.96,1,black,M,17,0.3499999999999996,5650.0,6000,350.0,low,yes
Women Short Sleeve T Shirts Tops Letter Printed Cotton Summer Casual T Shirts Tees S-5XL,8.0,8,5000,4.14,0,white,M,50,0.0,40000.0,40000,0.0,low,no
Summer Beach Fashion Plus Size Women's Loose Short Sleeve Long Blouses Plus Size Deep V-neck Party Dress Ladies Casual Solid Color Beach Wear Swimsuit Cover-up Short Linen Dress,5.0,5,5000,3.6,0,white,XS,7,0.0,25000.0,25000,0.0,low,no
Summer Women s  Fashion  Lace Up Tie Pants  Plus Size Casual High Waist Short Pants,5.0,5,100,4.83,1,red,XS,1,0.0,500.0,500,0.0,low,yes
Muscle Tops Vest Mens T-Shirts Weste Undershirt Spaghetti Strap Tank Slim Man Fasion,4.66,11,100,2.92,1,black,XL,50,6.34,466.0,1100,634.0,low,yes
5 Color New Summer Women Fashion Spaghetti Strap Long Dress  Gradient Chiffon Beach Dress Floor-Length Casual O-Neck Sleeveless Dress Plus Size S-5XL ,23.0,118,100,3.86,0,orange,M,50,95.0,2300.0,11800,9500.0,high,no
Women Jumpsuit Print Off Shoulder Rompers Summer Playsuit,9.0,10,100,3.84,1,white,XL,2,1.0,900.0,1000,100.0,low,yes
Women One-Piece Swimsuit Beachwear Swimwear push up monokini bikini Bathing Suit,6.0,34,1000,3.41,0,pink,S,50,28.0,6000.0,34000,28000.0,high,no
ZANZEA Women Fashion Short Sleeve Crew Neck Polka Dot Kaftan Holiday Beach Club Party Long Maxi Dress Long Dress Robes Plus Kleid,14.0,92,100,3.92,0,red,M,50,78.0,1400.0,9200,7800.0,high,no
Women Summer Shorts Lace Up Elastic Waistband Loose Thin Casual Pants Plus Size S-8XL,2.66,3,100,2.67,1,yellow,S,1,0.3399999999999998,266.0,300,34.0,low,yes
New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,2.0,9,100,3.47,0,white,XXS,1,7.0,200.0,900,700.0,low,no
Women Summer Sleeveless V-neck Tops Pure Color T-shirt Casual Tank Tops Loose Button-up Blouse Lady Sleeveless Shirts Plus Size Top,11.0,11,1000,3.75,0,purple,S,50,0.0,11000.0,11000,0.0,low,no
Women Summer Hollowing Out Halter Dress V-neck Sleeveless Dress,8.0,8,1000,4.18,0,green,XS,48,0.0,8000.0,8000,0.0,low,no
HODMEXI Summer Women Lace Party Dresses Plus Size Elegant Sleeveless Long Dress Women Clothing,15.0,109,1000,3.96,0,black,S,50,94.0,15000.0,109000,94000.0,high,no
Women Summer Elegant Floral Print Sleeveless Deep V Neck Casual Print Jumpsuit Summer Romper Women Jumpsuit,4.0,4,50,1.0,1,blue,XS,20,0.0,200.0,200,0.0,low,yes
2019 New Women Crop Top Ribbed Short Sleeve t-shirt Casual Cotton T Shirt Tops Fashion Tee Hot,6.0,6,1000,3.21,0,black,S,50,0.0,6000.0,6000,0.0,low,no
Plus Size Fashion Sleeveless Tank Tops For Women Sizes XS-5XL,4.0,6,50000,4.0,0,purple,S,50,2.0,200000.0,300000,100000.0,low,no
Casual Womens Ladies Long Sleeve Long Shirt Dress Loose Side Slit Blouse Dresses ,12.0,85,1000,4.15,1,offwhite,S,50,73.0,12000.0,85000,73000.0,high,yes
plus size Women Ladies Fashion Wide Strap Polka Dot Swimdress and Short XS-8XL,9.0,10,10000,4.15,0,red,XS,50,1.0,90000.0,100000,10000.0,low,no
2018 New Summer Women  V-neck Bandage T-shirts Camouflage Printed Short Sleeve Plus size Tops Tee(S-4XL),5.78,50,5000,3.55,1,grey,XS,50,44.22,28900.0,250000,221100.0,high,yes
Women's Fashion High Waist Swimsuit New Bikinis Push Up Bikini Set Vintage Retro Bandage Bathing Suit Beach Wear,5.86,11,1000,4.28,0,black,S,50,5.14,5860.0,11000,5140.0,low,no
Women Ladies Fashion Musical Note Asymmetric Tank Top Summer Tops Plus Size,9.0,22,10000,3.82,0,blue,XS,50,13.0,90000.0,220000,130000.0,high,no
XS-8XL New Women's Fashion Summer Sleeveless Gradient Printing Sling Dress Deep V-Neck Big Swing Party Dress Casual Long Beach Skirt Ladies Loose Mini Dress Plus Size Slim Fit Maxi Dress,3.87,4,1000,3.34,0,lightgray,XS,1,0.1299999999999999,3870.0,4000,130.0,low,no
Summer Fashion Dabbing Pug T-Shirt Newest Men Funny T Shirts  Tops Hip Hop Tee,9.0,38,1000,4.52,0,white,S,50,29.0,9000.0,38000,29000.0,high,no
M-XXL Size Summer New Ladies Butterfly Printing Bohemian Beach Skirt v-Neck Sleeveless Casual Temperament Dress,8.0,55,7,5.0,0,white,M,50,47.0,56.0,385,329.0,high,no
New Summer Women's New Fashion Sleeveless Polka Dot V-neck Strap Mini Backless Casual Top Dresses,3.68,4,100,3.71,0,navy,XS,1,0.3199999999999998,368.0,400,32.0,low,no
Summer Men Viking Tattoo Art T Shirt 3D Print T-shirts Short Sleeve Casual Top,4.86,8,1000,3.89,1,white,XS,1,3.14,4860.0,8000,3140.0,low,yes
Women Fashion 1/2 Sleeve Dress Casual V Neck Slim Waist Bandage Dress Spring Summer Ladies Normal Dress Solid Color Party Dress Women Gift Dress,15.0,25,1000,3.3,1,green,L,49,10.0,15000.0,25000,10000.0,high,yes
Plus Size Fashion Women Summer Casual Tank Tops Loose Beach Blouses Sleeveless Printed Cotton Beach T Shirt,3.91,4,1000,3.73,1,yellow,S,50,0.0899999999999998,3910.0,4000,90.0,low,yes
Men's Summer Outdoor Cargo Shorts Relaxed Fit Multi-Pockets Elastic Waist Casual Shorts,11.0,14,100,3.16,0,black,M,9,3.0,1100.0,1400,300.0,low,no
ZANZEA Femme Casual Beach Col V Manche Courte Loose Plage Robe Dresse Maxi Plus,11.0,84,100,3.46,0,orange_red,M,50,73.0,1100.0,8400,7300.0,high,no
Summer Men Fitness Shorts Sports Running Beach Shorts Men's Gym Shorts Bodybuilding Shorts,8.0,30,10000,4.18,1,green,S,50,22.0,80000.0,300000,220000.0,high,yes
Summer fashion female butterfly tank vest sleeveless round neck casual top,7.0,33,50,3.0,0,blue,S,50,26.0,350.0,1650,1300.0,high,no
Women Casual Hippie Letter Printed Long Dress Sleeveless Summer Irregular Loose T-shirt Dresses Plus Size,6.0,11,100,4.0,0,armygreen,XXS,50,5.0,600.0,1100,500.0,low,no
Women's Fashion Sleeveless Jumpsuit Solid Color Ladies Slim Short Bodycon Rompers Women Spaghetti Strap Bodysuit,6.0,6,1000,4.18,0,yellow,XS,5,0.0,6000.0,6000,0.0,low,no
Fashion Women&acute;s Ladies Summer Loose Chiffon Tops Long Sleeve Shirt Casual Blouse,9.0,34,50,4.0,0,camel,S,50,25.0,450.0,1700,1250.0,high,no
Summer Women s  Fashion  Lace Up Tie Pants  Plus Size Casual High Waist Short Pants,3.88,4,100,3.47,0,red,XS,1,0.1200000000000001,388.0,400,12.0,low,no
Plus Size Fashion Women Skull Printed Sleeveless Mini Dress Lady Girl Casual V Neck Tank Dress Loose Punk Tunic Dress,12.0,48,1000,3.98,1,winered,S,50,36.0,12000.0,48000,36000.0,high,yes
Women Summer Fashion Casual Cut Out Halter Neck Crop Top Casual Cross Sport Fitness Vest Yoga Tops Camisole,5.65,33,1000,3.39,0,armygreen,M,50,27.35,5650.0,33000,27350.0,high,no
Women's Fashion Summer New Sleeveless Tank Top Comfortable Chiffon Low Cut Top Slim Fit Casual Tops for Women Plus Size S-5XL,11.0,11,1000,4.46,0,rosered,M,50,0.0,11000.0,11000,0.0,low,no
Summer Women Bohemia Push-Up Padded Bra Beach Bikini Set Swimsuit Swimwear,8.0,58,5000,3.45,0,green,S,5,50.0,40000.0,290000,250000.0,high,no
 Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress,8.0,17,1000,3.39,1,green,XXS,1,9.0,8000.0,17000,9000.0,low,yes
Women Summer Shorts Lace Up Elastic Waistband Loose Panties Plus Size,8.0,16,10000,3.27,0,white,S,12,8.0,80000.0,160000,80000.0,low,no
"2020 Summer Women's Summer Fashion Spaghetti Strap Floral Print Tie Front Mini Dress  Dress, Party Dresses ,Dance Dress, Evening Dresses",2.79,13,100,4.0,1,grey,XS,35,10.21,279.0,1300,1021.0,high,yes
Women's Fashion Summer Casual Cross Bandage Loose Dress Cotton Solid Color Plus Size Lace Pleated Dress,9.0,84,100,3.73,1,pink,S,15,75.0,900.0,8400,7500.0,high,yes
Fashion Women Jumpsuits Slit Bohemia Maxi Long Dress Womens Printed Dress Rose Boho Beach Shorts,13.0,15,100,3.49,0,green,S,2,2.0,1300.0,1500,200.0,low,no
2019 Printed Short-sleeved Women's Fashion Cat Shirt Printed T-shirt Casual T-shirt Casual Shirt Cotton Short-sleeved Plus Size Summer Vest,5.65,7,1000,4.24,0,navyblue,L,12,1.3499999999999996,5650.0,7000,1350.0,low,no
Plus Size Fashion Clothes Summer Dresses Women's Casual Sleeveless Halter Party Dress Ladies Deep V-neck Floral Printed Beach Wear Maxi Dress,4.86,5,1000,3.79,1,white,XS,1,0.1399999999999996,4860.0,5000,140.0,low,yes
2019 New Fashion Women Summer Funny Penguin print T-Shirts Casual Short Sleeve O-Neck Tops Loose Cotton Cute Cool Tee Plus Size S-5XL 4 Colors,6.0,8,1000,3.82,1,green,S,4,2.0,6000.0,8000,2000.0,low,yes
Women Casual Off Shoulder Lace Collar Blouse Summer Loose Solid Color T Shirt,6.0,9,1000,4.01,0,black,S,50,3.0,6000.0,9000,3000.0,low,no
2019 Summer Womens Fashion Bow Tie Plaid Romper Dress Jumpsuit Shorts Suspended Checked Clothing Beach Dress,8.0,9,1000,4.22,0,red,S,50,1.0,8000.0,9000,1000.0,low,no
Plus Size S-5XL Solid Color Lace Up Short Pants Women's Fashion Casual High Waist Yoga Shorts Women Summer Loose Sport Shorts Trousers,11.0,50,5000,3.45,0,black,M,50,39.0,55000.0,250000,195000.0,high,no
 Women Bikini Set Bandage Push Up Padded Swimwear Swimsuit Bathing Summer Beachwear,9.0,17,10000,3.93,0,green,S,23,8.0,90000.0,170000,80000.0,low,no
New Summer Women 's Fashion Bikini Set Solid Color Two Pieces Swimsuit High waist  Backless Bathing Suit Beach Wear,14.0,37,1000,3.85,0,orange,M,50,23.0,14000.0,37000,23000.0,high,no
Summer New Europe and The United States  Round Neck Pocket Stripes Printed Hip Dress Women,8.0,26,100,5.0,0,yellow,S,50,18.0,800.0,2600,1800.0,high,no
Women Casual Short Sleeves Loose Pleat Tops Blouse Button T Shirt Plus Size S-5XL,7.0,26,5000,3.59,0,red,S,50,19.0,35000.0,130000,95000.0,high,no
Summer Women Floral Print Cross Halter Wide Leg Jumpsuit,16.0,111,1000,4.05,1,beige,S,50,95.0,16000.0,111000,95000.0,high,yes
Summer Fashion Women  Crepe Woven Tie Pants Summer Casual  High Waist Shorts,11.0,24,1000,3.78,0,yellow,S,50,13.0,11000.0,24000,13000.0,high,no
S-5XL Summer Women Casual Tops Off Shoulder Fashion Female T Shirt Plus Size Blouse,9.0,65,1000,4.09,0,black,L,13,56.0,9000.0,65000,56000.0,high,no
Women's Fashion Boho Long Dot Dress Long Dress High Silt Printed Beach Dress S-5XL_S,5.0,28,5000,3.29,1,blue,S,1,23.0,25000.0,140000,115000.0,high,yes
 Women Fashion Loose Shorts Lace Up Elastic Waist Summer Beach Short Pants Shorts,9.0,50,5000,3.6,0,black,S,50,41.0,45000.0,250000,205000.0,high,no
Summer Crop Top Women Tank Tops Halter Vest Casual Camisole Croped Shirt Women Tops,5.0,6,5000,4.07,0,grey,S,50,1.0,25000.0,30000,5000.0,low,no
Summer Women Fashion Short Sleeve O-neck Feather Print Cotton T-shirt Casual Street Style Tops 4 Colors S-5XL,8.0,18,1000,4.15,1,green,L,50,10.0,8000.0,18000,10000.0,high,yes
Women's Summer Fashion Floral Print Tie Front Mini Dress  Dress,6.0,6,100,3.47,0,grey,S,10,0.0,600.0,600,0.0,low,no
Summer fashion female butterfly tank vest sleeveless round neck casual top,6.0,33,10,2.33,0,blue,S,50,27.0,60.0,330,270.0,high,no
XS-5XL Plus Size Short Sleeve Beach Dress Women Summer Print V Neck Dress Loose Casual Pullover Midi Dress,6.0,10,1000,3.0,0,yellow,XS,3,4.0,6000.0,10000,4000.0,low,no
S-5XL Women Fashion Camouflage Print Lace Patchwork Sport Yoga Shorts Fitness Panties Bottom Summer Athletic Lounge Short Pants,5.0,26,100,4.0,1,pink,S,50,21.0,500.0,2600,2100.0,high,yes
New Summer Women's Fashion Double Layer Hipple Sleeveless Asymmetric Letter Casual Dress Irregular Hem Boho Dress Maxi Dress Size S-2XL,11.0,11,1000,4.22,1,purple,XS,5,0.0,11000.0,11000,0.0,low,yes
6 Colors Fashion Women Sports Sets Solid Tops and Shorts Sleeveless Round Collar  for Women Plus size  S-4XL,7.0,11,20000,3.98,0,grey,S,5,4.0,140000.0,220000,80000.0,low,no
Summer New Women's Fashion Summer Sleeveless Smooth As Jennessee Whiskey Letter Printed Cotton Graphic Shirts Tank Tops,1.72,26,1000,4.33,1,yellow,XS,9,24.28,1720.0,26000,24280.0,high,yes
Female V-neck Hollow Out Casual Loose Blouse Plus Size Tops Summer Women's Fashion Short Sleeve T Shirt ,1.72,2,100,4.23,0,fluorescentgreen,XS,3,0.28,172.0,200,28.0,low,no
2018 Hot Selling Spring Summer Women Flared Causal Trousers Loose Pants Drawstring Elastic Waist Middle Waisted  Wide Leg Pants,8.0,47,10000,4.21,1,grey,XS,6,39.0,80000.0,470000,390000.0,high,yes
Women Fashion Tie Dye Printed Two Piece Sets Summer Off Shoulder T Shirts + Tie Dye Shirts 2 Piece Set Outfit Suits,5.8,9,1000,3.83,1,rosered,XS,4,3.2,5800.0,9000,3200.0,low,yes
Children Outdoor Soft Air Water Filled Bubble Ball Blow Up Balloon Toy Fun Party Game Summer Gift For Kids Inflatable Gift,3.66,26,100,3.2,1,green,S,50,22.34,366.0,2600,2234.0,high,yes
Women Simple Plain Swim Leggings Capri Swim Bottom Plus Size S-4XL,3.83,4,5000,3.76,1,black,S,50,0.1699999999999999,19150.0,20000,850.0,low,yes
Plus Size Women Bandage Bikini Set Summer HOT Beach Bathing Suit Swimsuit Padded Halter Swimwear For Women,13.0,84,10000,4.36,1,black,S,50,71.0,130000.0,840000,710000.0,high,yes
Girls Cotton Tee Tank Top Clothing Cold Shoulder Tops   Women Casual Cute Letter Print T-shirt Summer,6.0,17,5000,3.85,1,blue,XXS,1,11.0,30000.0,85000,55000.0,high,yes
New Fashion Women Loose Shorts Elastic Waist Summer Casual Short Pants,1.71,2,50,4.67,1,grey,XS,2,0.29,85.5,100,14.5,low,yes
Summer Women's Fashion Elastic Waist 3/4 Jogging Capri Hose Strass Dance Paisley Drawstring Casual Sport Fitness Pants,12.0,43,10000,3.87,1,lightpink,S,50,31.0,120000.0,430000,310000.0,high,yes
(S-7XL) Women Camisole Summer Printed Vest Floral Sleeveless Vest V-neck Shirt Plus Size,2.0,56,1000,3.73,1,green,S,2,54.0,2000.0,56000,54000.0,high,yes
5 Colors Fashion Womens Sleeveless Lace Bralette Women Crop Top Summer Floral Lace Bras Top Cropped Cami Tank Tops Plus Size,5.0,5,100,3.4,1,black,XS,50,0.0,500.0,500,0.0,low,yes
S-5XL New Fashion Women Tops Blouse Sleeveless Strappy Tank Tops Cross Back Tops Summer Causal Women Tops Plus Size,9.0,14,10000,4.14,0,purple,M,50,5.0,90000.0,140000,50000.0,low,no
2018 Summer New Women Fashion  Sleeveless Tank Top Floral Print Casual Women Cotton T-shirts Plus Size Women Vest（S-5XL）,7.0,84,10000,3.93,0,purple,S,50,77.0,70000.0,840000,770000.0,high,no
Comfy Sleeveless Hooded Mini Dress,8.0,54,50000,3.69,0,grey,S,50,46.0,400000.0,2700000,2300000.0,high,no
Women Fashion Casual Thai Harem Trousers Summer Hippy High Waist Pants Loose Yoga Pants,3.0,3,100,4.04,1,brown_and_yellow,XXXS,1,0.0,300.0,300,0.0,low,yes
S-5XL Plus Size Summer Vacation Women  V-neck Style  Mini Dress Sleeveless Pure Color Dress Beach Dress Casual Loose Dress,8.0,20,1000,3.12,0,skyblue,S,50,12.0,8000.0,20000,12000.0,high,no
 Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress,6.0,21,5000,3.18,0,rose,S,13,15.0,30000.0,105000,75000.0,high,no
MXNINA   Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress wmnC16122400387E21,9.0,21,100,3.51,0,green,M,7,12.0,900.0,2100,1200.0,high,no
2019 Summer New Women's Fashion Tops Casual Cross Straps Shirt Solid Color Vest Casual Loose Tops,11.0,49,100,3.73,0,winered,M,25,38.0,1100.0,4900,3800.0,high,no
Fashion Women Strapless Print Crop Tops Suits High Waisted Shorts  Two Piece Set,11.0,11,5000,4.16,1,white,XL,41,0.0,55000.0,55000,0.0,low,yes
Summer Women Jurassic Mom of Dino Tank Tops Casual Vest Don't Mess with MamaSaurus You'll Get Jurasskicked Funny Mom Shirt Sleeveless Blouse ,7.0,7,1000,4.02,0,white,S,50,0.0,7000.0,7000,0.0,low,no
New Ladies Fashion Print Top Summer V-neck Sleeveless Top,9.0,10,10,5.0,1,black,XS,50,1.0,90.0,100,10.0,low,yes
S-5XL New Arrival Women Fashion Blouse T Shirt Short Sleeve Boss Lady Print Round Neck Cotton T Shirt Summer Casual Women Tops T Shirts Plus Size,8.0,8,1000,4.06,0,pink,S,1,0.0,8000.0,8000,0.0,low,no
Women Fashion Spaghetti Strap Jumpsuits Rompers Summer Casual Slim Fit Drawstring Waist One Piece Suits  Sleeveless Bodycon Playsuit Outfits Set Ladies Short Rompers Bodysuits for Beachwear,6.0,17,5000,4.26,1,grey,S,20,11.0,30000.0,85000,55000.0,high,yes
ZANZEA Casual Women Straps Sleeveless Cotton Dress Summer Oversized Mid-calf Dress,13.0,93,100,4.09,0,pink,S,5,80.0,1300.0,9300,8000.0,high,no
Vintage Ripped Hole Fringe Blue Denim Shorts Women Casual Pocket Jeans Shorts Summer Girl Hot Shorts,13.0,59,1000,4.14,0,navyblue,S,50,46.0,13000.0,59000,46000.0,high,no
Women Plus Size Fashion Dress Summer Sleeveless Loose Floral Print Long Dress,5.0,5,5000,3.88,1,black,S,50,0.0,25000.0,25000,0.0,low,yes
Summer Casual Pants Women's Five-point Pants Thin Section Outer Wear Middle Pants Large Size Women's Loose Women,3.69,53,100,4.36,1,black,XXXXXXL,1,49.31,369.0,5300,4931.0,high,yes
Summer Women Bohemia Push-Up Padded Bra Beach Bikini Set Swimsuit Swimwear_C,3.85,69,1000,3.23,1,multicolor,S,1,65.15,3850.0,69000,65150.0,high,yes
Women Summer Fashion Tank Tops  Sleeveless Crop Tops Casual Style Women Cotton Print Lace Stitching Irregular Blouse Tops（XS-5XL),2.0,2,1000,4.19,0,green,XS,1,0.0,2000.0,2000,0.0,low,no
Women Fashion Sports Sets Solid Crop Tops and Shorts Sleeveless Round Collar  for Ladies Fitness Suits Plus Size,7.0,7,10,3.36,0,black,M,1,0.0,70.0,70,0.0,low,no
Summer Dress  Women Casual Sleeveless Beach Short Dress Tassel Mini Lace Dress Plus Size,11.0,24,1000,3.73,0,white,L,50,13.0,11000.0,24000,13000.0,high,no
NEW Summer Plus Size Tank Top for Women Spaghetti Strap  Flower Print Sleeveless Casual Top,2.7,3,10000,4.13,1,floral,S,1,0.2999999999999998,27000.0,30000,3000.0,low,yes
Plus Size Summer Women Casual Sleeveless Rompers Jumpsuits Solid Color Suspender Ttrousers Loose Overalls,5.83,8,5000,3.99,0,green,XS,50,2.17,29150.0,40000,10850.0,low,no
Summer Fashion Trousers Women Leggings Ripped Pants Slim Pants Army Green Tights Pants,11.0,14,20000,3.76,1,black,S,19,3.0,220000.0,280000,60000.0,low,yes
Fabric Waist Trainer Vest Hot Shaper Summer Shaperwear Slimming Adjustable Sweat Belt Body Shaper,5.66,6,100,3.08,0,black,S,50,0.3399999999999998,566.0,600,34.0,low,no
OH FOR FOX SAKE Print Summer Women Fashion Funny Sleeveless Tank Tops Casual Loose Workout Tops,3.67,13,1000,4.09,0,black,S,50,9.33,3670.0,13000,9330.0,high,no
New Fashion Women Summer Bib Pants Shorts Casual Loose Sleeveless Rompers Jumpsuit Suspenders Overalls,2.71,6,100,3.4,1,pink,XS,2,3.29,271.0,600,329.0,low,yes
Summer Women's Fashion Lace Bra Crop Top Summer See Through Brassiere Deep V Neck Bralette Top S-3XL,3.66,4,100,3.04,0,blue,XXL,50,0.3399999999999998,366.0,400,34.0,low,no
Women's Summer Sleeveless Blouses Casual Sling Stitching Print Camisole Tank Tops Printed Shirts Large Size Loose Vest,6.0,6,100,3.4,0,yellow,XS,50,0.0,600.0,600,0.0,low,no
Womens Ladies Strapless Floral Print Sheering Boobtube Gathered Bandeau Top Mini Dress S-5XL,12.0,85,1000,3.58,0,white,S,50,73.0,12000.0,85000,73000.0,high,no
Summer Women  Dress Fashion Short Sleeve Slim Dress,13.0,56,100,3.55,1,black,S,50,43.0,1300.0,5600,4300.0,high,yes
Summer Women  Casual Loose Sling Dress V-neck Backless Dress Sleeveless Pockets Solid Color Maxi Dress Plus Size,3.0,3,50,4.25,0,orange,XS,1,0.0,150.0,150,0.0,low,no
NEW Fashion Women's Jumpsuit Summer Sleeveless Shorts Elegant Playsuit  Jumpsuit Solid Color Spaghetti Strap Buttoned Romper Plus Sizes,11.0,11,1000,3.62,0,pink,S,50,0.0,11000.0,11000,0.0,low,no
Womens Sleeveless Strapless Tube Tops Bandeau Stretch Ribbed Layering Tank Tops,9.0,26,10000,3.78,1,black,S,50,17.0,90000.0,260000,170000.0,high,yes
Summer Men Fashion Gyms Tight T-shirt Mens Fitness T-shirt Homme Gyms T Shirt Men Fitness Crossfit Summer Top,7.0,49,1000,3.99,0,black,S,50,42.0,7000.0,49000,42000.0,high,no
Short Sleeve Beach Dress Women Summer Print V Neck Dress Loose Casual Pullover Midi Dress,8.0,10,50,5.0,0,yellow,XS,5,2.0,400.0,500,100.0,low,no
5 Colors Air Water Filled Bubble Ball Water-Filled Interactive Rubber Big Amazing Bubble Balls By Bubble World Water Filled Ball,3.81,25,100,3.32,1,orange,S,50,21.19,381.0,2500,2119.0,high,yes
Summer Men's Casual T Shirt Personality T-shirt Fitness Tshirts Sports O-neck Mens T Shirts Short Sleeve T Shirt (S-XXL),6.0,142,10000,3.78,1,army_green,S,20,136.0,60000.0,1420000,1360000.0,high,yes
ZANZEA BOHO Women Summer Boho Long Maxi Party Dress Beach Dresses Sundress,12.0,86,1000,4.09,0,white,S,10,74.0,12000.0,86000,74000.0,high,no
Summer New Women Casual Sleeveless  Jumpsuits  Solid Color Suspender Ttrousers Loose Overalls Plus Size  ,6.0,6,100,5.0,1,black,XS,1,0.0,600.0,600,0.0,low,yes
Fahsion Women&#39;s V Neck Striped Camisole Crop Tops,6.0,31,10000,4.09,0,whitestripe,S,50,25.0,60000.0,310000,250000.0,high,no
New Women Fashion Summer Shorts Yoga Shorts Summer Beach Short Athletic Shorts Pants Sport Shorts Gym Workout Waistband Casual Shorts,3.9,5,1000,3.11,0,pink,S,9,1.1,3900.0,5000,1100.0,low,no
2019 Summer Women Newest Transparent Sheer Thin Mesh Vintage Cupid Angel Printed Short Sleeve T Shirt High Collar Crop Top,8.0,47,100,4.33,1,blue,S,50,39.0,800.0,4700,3900.0,high,yes
 Womens Short Sleeve Party Evening Crew Neck Bodycon Summer Beach Mini Dress,6.0,6,50000,4.2,0,black,S,18,0.0,300000.0,300000,0.0,low,no
Women's Fashiom Floral Print Capri Leggings Casual 3/4 Leggings Jeggings Pants,6.0,6,5000,3.93,0,black,M,50,0.0,30000.0,30000,0.0,low,no
New Ladies Fashion Print Top Summer V-neck Sleeveless Top,8.0,10,50,5.0,1,black,XS,50,2.0,400.0,500,100.0,low,yes
Women's Fashion Tie Dye Fitness Vest Ladies halter bandage Tank Top Female Crop Top Sleeveless Waistcoat Summer Women Tops  Sport Running Vests,4.68,25,1000,3.69,1,blue,XXL,50,20.32,4680.0,25000,20320.0,high,yes
Woman 2019 New Fashion Sex Tank Tops Summer Casual Solid Color Silm Fit Girls Sleeveless Tops,8.0,43,1000,4.0,0,black,M,50,35.0,8000.0,43000,35000.0,high,no
Women Fashion Casual High Slit Flowy Layered Palazzo Pants Loose Wide Leg Pants_M,8.0,51,1000,3.61,1,white,S,50,43.0,8000.0,51000,43000.0,high,yes
Summer Women's Loose V-neck Sling Dress Sleeveless Dress Lace Dress Plus Size XS-5XL,7.0,26,100,2.9,0,white,S,50,19.0,700.0,2600,1900.0,high,no
Summer Beach Fashion Plus Size Women's Loose Short Sleeve Long Blouses Plus Size Deep V-neck Party Dress Ladies Casual Solid Color Beach Wear Swimsuit Cover-up Short Linen Dress,7.0,30,1000,3.28,1,white,XS,50,23.0,7000.0,30000,23000.0,high,yes
S-5XL Summer Women Casual Tops Off Shoulder Fashion Female T Shirt Plus Size Blouse,9.0,65,1000,4.09,0,black,L,13,56.0,9000.0,65000,56000.0,high,no
Women Summer Double-layer Printed Sleeveless Round Neck Dress Casual Plus Size Loose Sundress(Size: S~5XL),8.0,9,10000,3.35,0,yellow,XS,50,1.0,80000.0,90000,10000.0,low,no
Women's New Fahison Vintage Cross Bandage Sleeveless Deep V-Neck Long Slim Tops Bohemia T-shirt Skull Printed Vest Plus Size S-3XL,12.0,58,1000,4.18,0,blue,M,50,46.0,12000.0,58000,46000.0,high,no
Outside Stretch Super Amazing Rubber Tear-Resistant Inflatable Kid Play Outdoor Ball Balloon Bubble Ball,3.84,4,1000,3.18,0,green,S,50,0.1600000000000001,3840.0,4000,160.0,low,no
2018 T Shirts + Shorts Brand Clothing Tshirt Men Homme Letter Printed Basketball Running Sports Set T-shirt Suit Male,12.0,31,1000,3.87,0,green,XS,50,19.0,12000.0,31000,19000.0,high,no
New Summer Women's Loose Denim Bib Pants Shorts Women Overalls Jeans Shorts Demin Shorts Women Jumpsuits Rompers,5.79,9,100,3.96,1,white,XXS,1,3.21,579.0,900,321.0,low,yes
Summer 2020 New Loose Floral Print Sleeveless Women's Dress XL Women's Dress (S-5XL),7.0,66,10,5.0,1,blue,XS,50,59.0,70.0,660,590.0,high,yes
